,date,type,price,units,value,fee
0,2024-01-02 00:00:00,BUY,7.32115,1297.6103481010496,9500.0,0.0
1,2024-01-02 18:00:00,SELL,7.35045,1297.6103481010496,9538.01998319936,0.0
2,2024-01-08 23:00:00,BUY,6.24117,1527.9377078399386,9536.11898403939,0.0
3,2024-01-09 13:00:00,SELL,5.92681,1527.9377078399386,9055.796486202826,0.0
4,2024-01-10 10:00:00,BUY,6.24358,1454.2638375891163,9079.812611094654,0.0
5,2024-01-14 10:00:00,SELL,6.592,1454.2638375891163,9586.507217387454,0.0
6,2024-01-16 10:00:00,BUY,6.865,1392.7418043805992,9561.172487072814,0.0
7,2024-01-19 04:00:00,SELL,6.26942,1392.7418043805992,8731.683323219817,0.0
8,2024-01-20 15:00:00,BUY,6.4896,1351.8795890983213,8773.157781412467,0.0
9,2024-01-21 18:00:00,SELL,6.44556,1351.8795890983213,8713.621004308576,0.0
10,2024-01-28 14:00:00,BUY,5.9351,1468.6522288021717,8716.59784316377,0.0
11,2024-01-31 12:00:00,SELL,6.029,1468.6522288021717,8854.504287448293,0.0
12,2024-02-02 11:00:00,BUY,6.164,1435.3680994863835,8847.608965234067,0.0
13,2024-02-04 19:00:00,SELL,5.96847,1435.3680994863835,8566.951440741495,0.0
14,2024-02-07 17:00:00,BUY,6.40199,1340.362030707034,8580.984316966124,0.0
15,2024-02-14 04:00:00,SELL,6.664,1340.362030707034,8932.172572631673,0.0
16,2024-02-15 12:00:00,BUY,7.26901,1226.3861460980788,8914.613159848395,0.0
17,2024-02-20 16:00:00,SELL,7.26118,1226.3861460980788,8905.010556324449,0.0
18,2024-02-22 13:00:00,BUY,7.338,1213.6127945626392,8905.490686500647,0.0
19,2024-03-08 22:00:00,SELL,14.63056,1213.6127945626392,17755.834807616367,0.0
20,2024-03-13 07:00:00,BUY,14.54619,1190.2304040824833,17313.31760156058,0.0
21,2024-03-16 04:00:00,SELL,13.04086,1190.2304040824833,15521.628067383093,0.0
22,2024-03-21 00:00:00,BUY,11.874,1314.7391396405562,15611.212544091966,0.0
23,2024-03-22 14:00:00,SELL,11.41863,1314.7391396405562,15012.519782073845,0.0
24,2024-03-23 19:00:00,BUY,11.82901,1271.6579341952329,15042.454420174752,0.0
25,2024-03-24 11:00:00,SELL,11.84209,1271.6579341952329,15059.087705954027,0.0
26,2024-03-25 16:00:00,BUY,12.67777,1187.7685146256056,15058.256041665063,0.0
27,2024-03-27 15:00:00,SELL,12.37974,1187.7685146256056,14704.265391251194,0.0
28,2024-03-28 19:00:00,BUY,12.87025,1143.8755986691701,14721.964923771888,0.0
29,2024-04-01 06:00:00,SELL,12.44901,1143.8755986691701,14240.118766588485,0.0
30,2024-04-06 07:00:00,BUY,11.09565,1285.5678643835788,14264.211074447654,0.0
31,2024-04-09 14:00:00,SELL,11.10743,1285.5678643835788,14279.355063890096,0.0
32,2024-04-18 17:00:00,BUY,7.115,2006.8303393419499,14278.597864417974,0.0
33,2024-04-25 04:00:00,SELL,7.7263,2006.8303393419499,15505.373250857707,0.0
34,2024-04-25 17:00:00,BUY,8.03794,1921.3921081192095,15444.03448153572,0.0
35,2024-04-26 11:00:00,SELL,7.69452,1921.3921081192095,14784.19000376542,0.0
36,2024-04-27 19:00:00,BUY,7.93509,1867.2985722473136,14817.182227653935,0.0
37,2024-04-29 02:00:00,SELL,7.74965,1867.2985722473136,14470.910380416393,0.0
38,2024-05-03 13:00:00,BUY,7.30289,1983.9028073513732,14488.223972778269,0.0
39,2024-05-07 00:00:00,SELL,7.55039,1983.9028073513732,14979.239917597735,0.0
40,2024-05-09 21:00:00,BUY,7.45701,2005.453810623395,14954.689120356763,0.0
41,2024-05-10 17:00:00,SELL,7.08423,2005.453810623395,14207.096048832573,0.0
42,2024-05-15 14:00:00,BUY,7.21267,1974.9240853122049,14244.475702408781,0.0
43,2024-05-19 22:00:00,SELL,7.67378,1974.9240853122049,15155.13294738709,0.0
44,2024-05-20 01:00:00,BUY,7.9814,1893.1014715636575,15109.600085138176,0.0
45,2024-05-28 01:00:00,SELL,10.7895,1893.1014715636575,20425.618327436085,0.0
46,2024-05-28 23:00:00,BUY,11.11267,1814.1290450738832,20159.817415321188,0.0
47,2024-05-29 21:00:00,SELL,10.60191,1814.1290450738832,19233.232864259255,0.0
48,2024-05-30 15:00:00,BUY,10.90511,1767.93834191607,19279.562091812353,0.0
49,2024-06-01 17:00:00,SELL,9.96271,1767.93834191607,17613.456998390648,0.0
50,2024-06-04 16:00:00,BUY,10.32498,1713.9754510964412,17696.762253061734,0.0
51,2024-06-06 20:00:00,SELL,10.59778,1713.9754510964412,18164.334756120843,0.0
52,2024-06-10 16:00:00,BUY,10.39391,1745.344738502439,18140.956130967887,0.0
53,2024-06-11 11:00:00,SELL,9.27224,1745.344738502439,16183.255298131855,0.0
54,2024-06-12 12:00:00,BUY,10.21156,1594.3832616929888,16281.140339773656,0.0
55,2024-06-18 02:00:00,SELL,9.9602,1594.3832616929888,15880.376163114508,0.0
56,2024-06-19 10:00:00,BUY,10.263,1549.2949792407157,15900.414371947465,0.0
57,2024-06-19 14:00:00,SELL,10.00993,1549.2949792407157,15508.334291551018,0.0
58,2024-06-25 19:00:00,BUY,9.54681,1626.505429098394,15527.93829557084,0.0
59,2024-06-26 12:00:00,SELL,9.36959,1626.505429098394,15239.689003426021,0.0
60,2024-06-30 16:00:00,BUY,9.10067,1676.1514776421147,15254.101468033263,0.0
61,2024-07-02 04:00:00,SELL,9.16683,1676.1514776421147,15364.995649794066,0.0
62,2024-07-06 17:00:00,BUY,8.19725,1873.7321590418767,15359.450940706025,0.0
63,2024-07-07 13:00:00,SELL,7.794,1873.7321590418767,14603.868447572386,0.0
64,2024-07-09 04:00:00,BUY,8.12992,1800.9583823984822,14641.647572229069,0.0
65,2024-07-12 02:00:00,SELL,7.85901,1800.9583823984822,14153.749936853495,0.0
66,2024-07-13 15:00:00,BUY,8.13899,1742.002978087241,14178.144818622273,0.0
67,2024-07-16 17:00:00,SELL,8.2676,1742.002978087241,14402.183821634073,0.0
68,2024-07-21 08:00:00,BUY,7.90806,1819.7866318014133,14390.981871483484,0.0
69,2024-07-24 08:00:00,SELL,7.63382,1819.7866318014133,13891.923585578264,0.0
70,2024-07-26 06:00:00,BUY,7.61817,1826.800465186984,13916.876499873526,0.0
71,2024-07-28 05:00:00,SELL,7.49001,1826.800465186984,13682.753752255161,0.0
72,2024-07-29 04:00:00,BUY,7.72584,1772.5528731679765,13694.459889636079,0.0
73,2024-07-30 04:00:00,SELL,7.63594,1772.5528731679765,13535.107386338277,0.0
74,2024-08-06 20:00:00,BUY,5.78286,2341.9337510337737,13543.075011503168,0.0
75,2024-08-07 20:00:00,SELL,5.61699,2341.9337510337737,13154.618460219197,0.0
76,2024-08-11 14:00:00,BUY,6.09716,2160.684857832728,13174.041287783395,0.0
77,2024-08-12 11:00:00,SELL,6.25,2160.684857832728,13504.28036145455,0.0
78,2024-08-13 20:00:00,BUY,6.32137,2133.6780488677286,13487.768407770993,0.0
79,2024-08-15 06:00:00,SELL,6.24174,2133.6780488677286,13317.863624739657,0.0
80,2024-08-15 16:00:00,BUY,6.36308,2094.325211044215,13326.358863891224,0.0
81,2024-08-17 21:00:00,SELL,6.38095,2094.325211044215,13363.784455412584,0.0
82,2024-08-20 05:00:00,BUY,6.47559,2063.4279155778104,13361.913175836515,0.0
83,2024-08-20 19:00:00,SELL,6.20789,2063.4279155778104,12809.533522836333,0.0
84,2024-08-21 04:00:00,BUY,6.38333,2011.0432181144236,12837.152505486343,0.0
85,2024-08-25 08:00:00,SELL,6.75833,2011.0432181144236,13591.293712279252,0.0
86,2024-08-29 18:00:00,BUY,5.8344,2323.0472116995074,13553.586651939606,0.0
87,2024-08-30 12:00:00,SELL,5.8745,2323.0472116995074,13646.740845128757,0.0
88,2024-09-02 11:00:00,BUY,6.05158,2254.3010479030763,13642.0831354693,0.0
89,2024-09-06 09:00:00,SELL,6.2237,2254.3010479030763,14030.093431834377,0.0
